,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoals.,X3PointShots.,FreeThrows,FreeThrows.,Steals,Blocks,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrows.,Opp.TotalRebounds,Opp.Blocks,v.TeamPoints,v.OpponentPoints,v.FieldGoals,v.FieldGoals.,v.X3PointShots,v.X3PointShots.,v.FreeThrows,v.Steals,v.Blocks,v.Opp.FieldGoals.,v.Opp.3PointShots,v.Opp.3PointShots.,v.Opp.FreeThrows.,v.Opp.TotalRebounds,v.Opp.Assists,v.Opp.Blocks,h._ATL,h._BOS,h._BRK,h._CHI,h._CHO,h._CLE,h._DAL,h._DEN,h._DET,h._GSW,h._HOU,h._IND,h._LAC,h._LAL,h._MEM,h._MIA,h._MIL,h._MIN,h._NOP,h._NYK,h._OKC,h._ORL,h._PHI,h._PHO,h._POR,h._SAC,h._SAS,h._TOR,h._UTA,h._WAS,a._ATL,a._BOS,a._BRK,a._CHI,a._CHO,a._CLE,a._DAL,a._DEN,a._DET,a._GSW,a._HOU,a._IND,a._LAC,a._LAL,a._MEM,a._MIA,a._MIL,a._MIN,a._NOP,a._NYK,a._OKC,a._ORL,a._PHI,a._PHO,a._POR,a._SAC,a._SAS,a._TOR,a._UTA,a._WAS
770,1,0.004927162105297993,-0.7020770501737678,1.1678887340176909,0.8964583458545974,0.4859926789439355,-1.0063766923882875,0.42181423656717043,1.7585827462083157,-0.8564067550331724,0.3018101573554771,-0.05929879848732812,-1.5271918619543063,-1.0736729458594405,-1.3468691692986814,-0.038499962978086465,0.9992762790861142,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,1,0.8753924673747262,0.8466782854399209,0.7350033345362242,0.9006337456955559,-0.9404556315134276,1.353647522860301,-1.512270748373971,-0.02762171852683117,-0.2802785743744941,-0.3006380790744956,0.2223704943274729,-0.7029930793122956,0.8581400868393305,1.2293120098835624,0.500499518715114,1.7216446736061928,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,1,0.6651668842153132,0.9912795207060563,1.0777042757923792,0.08810093664429744,-1.8722134074752907,0.007087159805551065,-2.4097806020916726,0.10127963459838632,-0.03114206381938811,-0.49285891715721913,-0.2371951939493017,-1.537339316186566,0.5148840521035992,-1.0916021945687506,1.2619432309483873,1.5771709947021746,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,0,-1.6703079536962415,-0.18836213541247265,-1.8081983874173582,-1.0409271803518718,-0.937193935681594,-0.03543579902775739,0.3679328559837582,-0.32225338281304106,0.03114206381938811,0.20804389487609978,0.059298798487325964,0.4357767845296122,2.7819704210558758,0.37870199211575517,-0.3721663087881758,0.8788815466661013,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,1,-0.5731931915830789,-1.059774842674229,-0.3201548266998336,-0.1816298930818629,-0.24245272349999714,-1.0276381718049405,-0.7050763516341473,-0.1933520296878249,0.6695543721168438,-1.1703201635707257,-1.2156253689901813,-0.13924562196481902,1.001828659519404,0.6423659068038919,-0.012833320992688841,-0.3250657775340392,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,0,0.2217222947384403,0.16553036142308472,0.32917327252235584,1.3323700892510508,-0.2989887845851872,0.970940893360531,0.419248456539378,1.7033393091546531,0.7629805635750081,0.6323362325953142,-0.6078126844950906,0.6669132420420519,1.3131539003262265,1.5954185920620125,-0.21816645687582495,-0.39730261698604474,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,1,0.2217222947384403,0.16553036142308472,0.32917327252235584,1.3323700892510508,-0.2989887845851872,0.970940893360531,0.419248456539378,1.7033393091546531,0.7629805635750081,0.6323362325953142,-0.6078126844950906,0.6669132420420519,1.3131539003262265,1.5954185920620125,-0.21816645687582495,-0.39730261698604474,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,1,1.0133530063230891,0.3063263010243251,1.2400363005979318,1.1895714146901386,-0.29790155264125096,1.6796568739156623,1.25158749755146,1.0404180645106784,-0.6539833402071492,1.308625400727818,0.31131869205845863,0.11782321858562005,-0.2754030976368065,0.7893123560727813,-0.9026102431529304,-0.08427631269401002,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,1,1.5849038105377367,1.2918978782330388,2.475563378284597,1.6772581161145277,-0.15656139992824608,-0.29766071183315507,0.0005131560055538155,0.5063981729919236,1.4169639037821584,-0.6651544244630804,0.35579279092395577,-1.1483535706168073,-0.22750690674345025,1.3989301970396375,1.6383873134007911,-1.023355225570116,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,0,-0.300556888423212,0.46234342328516337,1.0416304925022535,0.35365636652949933,-0.7708474482578227,-0.9780280531660821,0.5470243019228713,-1.298220770761108,0.46713095729082166,-0.48231021262828916,0.6819361826042475,0.5496537709137922,1.001828659519404,0.5835873270963744,0.012833320992688841,-0.012039473242000932,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,0,-0.300556888423212,0.46234342328516337,1.0416304925022535,0.35365636652949933,-0.7708474482578227,-0.9780280531660821,0.5470243019228713,-1.298220770761108,0.46713095729082166,-0.48231021262828916,0.6819361826042475,0.5496537709137922,1.001828659519404,0.5835873270963744,0.012833320992688841,-0.012039473242000932,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0.6487430105309917,-0.5574758149076234,0.5095421889729634,-0.3870595652571896,-0.6958284441255282,0.45357822755528265,-2.4965039670306695,2.108457847548185,0.35813373392296155,-0.35689783656213797,0.7412349810915735,0.5519087607431873,-0.13171452495673314,-0.17801512711428857,-0.6544993706274749,-0.3009868310500338,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,-0.5534845431618793,0.6640240935247907,-0.2930994892322459,-0.4229680038894496,-1.0263469550851736,-0.6661930217218228,-0.4977613253894668,-0.15652307165205,0.12456825527755244,0.5526349094878329,-0.7857090799570706,-0.46283666248228084,0.10776642951005734,0.9933579970575669,1.997720301196268,0.4454605099540485,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,1,-0.5534845431618793,0.6640240935247907,-0.2930994892322459,-0.4229680038894496,-1.0263469550851736,-0.6661930217218228,-0.4977613253894668,-0.15652307165205,0.12456825527755244,0.5526349094878329,-0.7857090799570706,-0.46283666248228084,0.10776642951005734,0.9933579970575669,1.997720301196268,0.4454605099540485,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,1.042915978954877,-0.23022038772635792,1.0777042757923792,0.7895681099259604,0.4718586636726256,0.2763992324165019,-0.6147608946562693,1.0035891064749034,0.46713095729082166,-2.499456934215873,-0.5188644867640962,-1.6715112110352706,1.8080812062242642,-1.8649603647209232,-0.5347217080289924,0.7344078677620831,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,1,1.042915978954877,-0.23022038772635792,1.0777042757923792,0.7895681099259604,0.4718586636726256,0.2763992324165019,-0.6147608946562693,1.0035891064749034,0.46713095729082166,-2.499456934215873,-0.5188644867640962,-1.6715112110352706,1.8080812062242642,-1.8649603647209232,-0.5347217080289924,0.7344078677620831,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,0,-0.3826762568448542,2.0795940808670292,-0.5456159722630944,-1.0618041795566906,-1.9852855296456808,0.6803673413329271,-1.5081655003295171,-1.0772470225464532,-0.3425627020132692,0.8315895403639484,0.35579279092395577,0.8991771944692328,1.552634854793019,0.09068695154876558,1.8437204492839172,2.4680920146102787,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,1,-0.004927162105297993,-1.0141112946954443,0.058619897846447076,-0.3736982857661257,0.6088498886098359,0.007087159805551065,1.3603765707293642,-1.0772470225464532,0.45155992538112705,-1.422316993984031,-1.067378372771865,-0.11782321858562517,0.2195242082612242,-0.5659537531841138,-0.141166530919657,0.6621710283100722,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,1,-1.8115532673814712,-0.16553036142308472,-0.3381917183448991,-0.574117478132313,1.4982056187577992,-2.5088545711651657,-1.3126530622126305,0.26700994575937737,-0.73183849975562,0.8233849923970455,1.571418159914137,1.7515633499786225,0.01995674620556626,-0.08648848156966647,0.43205514008741197,-0.012039473242000932,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,1,-0.7275776042157672,-2.0263199415584543,-0.14880435607175876,-0.08810093664430124,-0.6273328316569304,-0.20552763436098503,0.2837752710725634,0.02762171852683251,1.0276881060398053,-0.892537610975581,-1.749314555376117,-1.1179112079200537,-1.3610500912195873,-0.6541216227454397,-0.4491662347443487,-1.7698025665742,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,1,1.6407449810644499,-0.7819882591366388,1.501571229451313,0.9640998232781742,-0.2413654915560411,0.41105526872197623,0.7076421316619443,-0.02762171852683117,1.666100414337261,-1.172664320132721,-1.9865097493254187,-0.2610150727518791,1.1056037397883471,-0.17549604512683367,-0.5347217080289924,0.2528289380820301,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,1,-0.33668941052874085,-1.9692405065849623,-0.6899111054235816,0.20417705222305896,0.45555018451343327,0.1842661549443339,0.4315642006727256,1.4639510819221058,0.49827302111021093,-1.1070279363971514,-1.2600994678556763,0.4447967438471719,-0.41909167031688216,0.48786221157265314,-1.0138323584229567,-0.180592098630021,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,0,-0.06733788210574816,-0.47756460594476124,0.15782280189427048,0.19833149244569281,0.7317070982757661,-0.007087159805551065,-0.31353831939480614,0.15652307165205,-0.7006964359362308,-0.5338816569919413,-0.6374620837387525,-1.515916912807367,0.8581400868393305,-0.7800757221187647,-0.782832580554433,-0.25282893808202833,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,-0.06733788210574816,-0.47756460594476124,0.15782280189427048,0.19833149244569281,0.7317070982757661,-0.007087159805551065,-0.31353831939480614,0.15652307165205,-0.7006964359362308,-0.5338816569919413,-0.6374620837387525,-1.515916912807367,0.8581400868393305,-0.7800757221187647,-0.782832580554433,-0.25282893808202833,1.4403737221156327,1.1853495996158803,0.8251877927615306,1.2221395334496592,1.0204344881332397,1.0894064078340506,0.8929821354994673,-0.9115167113854622,-1.2768246165949113,1.1925896509095886,1.289748867099338,0.72328798777682,-0.2938928985377329,0.42349959275894616,1.4549737625249222,-1.143749957990129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0,-0.6191800378992037,0.7781829634717438,-0.8251877927615412,-0.8213011487172734,0.15656139992824608,-0.4394039079441805,0.5757610382340111,0.23018098772360113,-0.7162674678459254,0.8069758964631332,1.1266771712591912,0.9702093740949892,-0.315316590047939,0.9060298214920439,0.8341658645252084,1.5290131017341708,-0.33668941052874085,-1.6914539230473808,-0.6448188763109388,-0.5240126800407661,0.6336568998891884,1.908092061625504,-0.29766071183315507,-0.469569214956146,-0.3425627020132692,-2.021248995571064,-1.4824699621831492,-2.472032600468682,0.08648848156966647,0.5432772553574335,-1.3707384394313793,-0.4936184029220557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,-0.6191800378992037,0.7781829634717438,-0.8251877927615412,-0.8213011487172734,0.15656139992824608,-0.4394039079441805,0.5757610382340111,0.23018098772360113,-0.7162674678459254,0.8069758964631332,1.1266771712591912,0.9702093740949892,-0.315316590047939,0.9060298214920439,0.8341658645252084,1.5290131017341708,-0.33668941052874085,-1.6914539230473808,-0.6448188763109388,-0.5240126800407661,0.6336568998891884,1.908092061625504,-0.29766071183315507,-0.469569214956146,-0.3425627020132692,-2.021248995571064,-1.4824699621831492,-2.472032600468682,0.08648848156966647,0.5432772553574335,-1.3707384394313793,-0.4936184029220557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0.22500706947530308,1.2576502172489525,-0.834206238584074,-1.217964133608682,-0.46424804006500253,0.5102755059996953,0.25811747079474645,-2.2189447216555154,-0.07785515954846971,0.4354270813886165,-1.8975615515944309,0.6094110013926196,0.9619151671082761,-0.2023662529931414,2.588053066860264,1.4326973157981617,-0.33668941052874085,-1.6914539230473808,-0.6448188763109388,-0.5240126800407661,0.6336568998891884,1.908092061625504,-0.29766071183315507,-0.469569214956146,-0.3425627020132692,-2.021248995571064,-1.4824699621831492,-2.472032600468682,0.08648848156966647,0.5432772553574335,-1.3707384394313793,-0.4936184029220557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,0.22500706947530308,1.2576502172489525,-0.834206238584074,-1.217964133608682,-0.46424804006500253,0.5102755059996953,0.25811747079474645,-2.2189447216555154,-0.07785515954846971,0.4354270813886165,-1.8975615515944309,0.6094110013926196,0.9619151671082761,-0.2023662529931414,2.588053066860264,1.4326973157981617,-0.33668941052874085,-1.6914539230473808,-0.6448188763109388,-0.5240126800407661,0.6336568998891884,1.908092061625504,-0.29766071183315507,-0.469569214956146,-0.3425627020132692,-2.021248995571064,-1.4824699621831492,-2.472032600468682,0.08648848156966647,0.5432772553574335,-1.3707384394313793,-0.4936184029220557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,0,0.6947298568471165,0.5726969975672257,-0.21193347682947744,-0.6233871962556521,0.17286987908742849,2.0765378230265363,-1.0540224354123395,-1.298220770761108,-0.3581337339229638,0.6663265027440886,0.9043066769317204,1.128058662152298,-1.1854307246106086,1.8196168889464983,0.4748328767297264,0.34914472401804103,-0.33668941052874085,-1.6914539230473808,-0.6448188763109388,-0.5240126800407661,0.6336568998891884,1.908092061625504,-0.29766071183315507,-0.469569214956146,-0.3425627020132692,-2.021248995571064,-1.4824699621831492,-2.472032600468682,0.08648848156966647,0.5432772553574335,-1.3707384394313793,-0.4936184029220557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,1,-0.7242928294788968,1.1282701646424105,-0.44641306821525,-1.6037710789135924,-0.7675857524259793,-1.162294208110416,-0.6850632674174597,-0.13810859263416123,-1.6349583505178746,1.012089595636771,1.7789639546197789,0.37150957439197935,-0.28338579611903253,1.8590825067501722,1.8094982599700737,0.8307236536980941,-0.33668941052874085,-1.6914539230473808,-0.6448188763109388,-0.5240126800407661,0.6336568998891884,1.908092061625504,-0.29766071183315507,-0.469569214956146,-0.3425627020132692,-2.021248995571064,-1.4824699621831492,-2.472032600468682,0.08648848156966647,0.5432772553574335,-1.3707384394313793,-0.4936184029220557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
